,id,date,month,day_of_week,mood,activity,circumplex.arousal,circumplex.valence,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,screen_activations,max_screen_duration_day_part,is_weekend,NaN_streak,days_since_NaN,prev_day_mood,prev_morning_mood,prev_afternoon_mood,prev_evening_mood,prev_night_mood,prev_day_screen,prev_evening_screentime,temp,sun_hours,sun_percentage,rain,clouds
33,AS14.01,2014-03-28,3,5,6.4,0.0956980216371201,-0.6,0.6,4923.488999605181,5.0,,10062.595,866.8330000000001,1005.403,89.16600000000001,233.036,,225.951,512.741,1133.0089999999998,,301.717,,88.0,evening,no,0,1,7.0,7.0,7.0,7.0,,17442.14999938011,4170.146000385285,168,115,91,0,    2
34,AS14.01,2014-03-29,3,6,8.0,0.0682028101018696,0.2,1.0,8322.6219997406,4.0,1.0,1952.63,2720.692,1627.429,,,,169.594,472.888,52.435,,600.637,,64.0,evening,yes,0,1,6.4,5.0,7.0,6.5,,4923.488999605181,1961.8809995651252,189,104,82,0,    1
35,AS14.01,2014-03-30,3,7,7.5,0.049092970521542,-0.5,0.75,4523.2140009403265,,,414.36500000000007,1298.505,1535.677,,,,74.003,167.685,,66.477,38.296,,27.0,night,yes,0,1,8.0,8.0,9.0,7.5,,8322.6219997406,3931.845000267025,199,59,46,0,    4
36,AS14.01,2014-03-31,3,1,7.4,0.0705054808833895,0.0,0.6,11836.83400034904,6.0,,2961.4049999999997,5332.637000000001,1758.92,41.255,51.176,,268.55400000000003,1350.655,183.381,29.29,210.305,,124.0,evening,no,0,1,7.5,8.0,7.5,7.0,,4523.2140009403265,1098.3720002174375,201,74,57,0,    5
37,AS14.01,2014-04-01,4,2,6.0,0.118443242712736,0.2,0.0,17173.906002044678,1.0,,1385.517,6095.526,1030.637,547.8259999999999,234.741,92.388,121.19,5040.067000000001,1614.621,,517.636,,190.0,evening,no,0,1,7.4,7.0,7.0,8.0,,11836.83400034904,8463.04000020027,189,82,63,0,    2
38,AS14.01,2014-04-02,4,3,6.5,0.1019166106382234,0.3333333333333333,0.6666666666666666,21358.510999917988,4.0,,3614.349,6920.155999999999,1343.376,247.777,,90.481,541.541,3428.792,,,341.371,,226.0,evening,no,0,1,6.0,7.0,6.0,5.0,,17173.906002044678,6588.799000978464,190,69,53,0,    3
39,AS14.01,2014-04-03,4,4,6.4,0.049238472708441,-1.2,0.0,21401.835000753403,4.0,,2321.464,14438.082,1293.631,76.234,,,213.902,3154.241,19.082,,182.772,,268.0,evening,no,0,1,6.5,6.0,7.0,6.5,,21358.510999917988,12258.989000320438,214,81,62,0,    4
40,AS14.01,2014-04-04,4,5,6.2,0.1266893112073258,0.2,0.4,12379.411000013357,2.0,1.0,1957.829,5481.628,1545.227,,,,176.80100000000002,2086.197,158.241,,128.692,,154.0,morning,no,0,1,6.4,7.0,6.5,6.0,,21401.835000753403,7366.870000123977,140,0,0,0,    8
41,AS14.01,2014-04-05,4,6,6.8,0.1190023022034455,-0.4,0.6,3340.4309999942784,,,15159.19,1885.409,76.369,,,,81.133,363.208,187.945,,118.956,,63.0,afternoon,yes,0,1,6.2,6.0,6.0,6.5,,12379.411000013357,4001.812000989918,170,72,55,0,    4
42,AS14.01,2014-04-06,4,7,6.5,0.0644077994424681,-0.75,0.5,7467.321999788283,4.0,,4548.662,3355.743,187.214,,114.406,,119.12,321.46,,,46.249,,91.0,evening,yes,0,1,6.8,,7.5,6.5,,3340.4309999942784,1370.280999422073,161,0,0,6,    7
43,AS14.01,2014-04-07,4,1,6.5,0.0506706211743178,-0.6666666666666666,0.25,9846.38099980354,1.0,,927.377,7355.014999999999,447.121,46.128,,17.107,170.348,1475.418,60.247,,205.81100000000004,,122.0,afternoon,no,0,1,6.5,6.0,6.5,6.5,,7467.321999788283,3824.784000158308,206,30,22,148,    7
44,AS14.01,2014-04-08,4,2,6.6,0.0753270582613484,-0.4,0.3333333333333333,15101.13200187683,1.0,,892.6890000000001,9477.553,3466.4790000000003,19.131,,,209.51399999999995,2655.121,,,36.143,,212.0,evening,no,0,1,6.5,6.0,7.0,6.5,,9846.38099980354,4207.87799978256,132,62,46,69,    5
45,AS14.01,2014-04-09,4,3,7.4,0.1203841145323287,-0.8,1.0,13558.28900098801,4.0,,1638.6170000000002,6177.076,940.77,,,,346.654,2826.3500000000004,,,577.359,,201.0,evening,no,0,1,6.6,7.0,7.0,6.0,,15101.13200187683,5445.910000801087,137,110,82,0,    4
46,AS14.01,2014-04-10,4,4,7.4,0.078963105194891,-0.4,0.8,9296.09899926186,7.0,,715.3549999999999,4881.411,1858.893,,1.059,23.195,107.919,1174.717,,,377.687,,92.0,night,no,0,1,7.4,7.0,8.0,7.0,,13558.28900098801,5825.776000738145,146,15,11,0,    8
47,AS14.01,2014-04-11,4,5,7.0,0.0799862020730605,-1.2,0.8,10526.846000194551,,,3369.031,3336.592000000001,1976.138,94.093,,,51.452,596.807,34.234,,214.648,,123.0,evening,no,0,1,7.4,6.0,7.5,8.0,,9296.09899926186,1348.3389992713942,155,59,43,0,    5
48,AS14.01,2014-04-12,4,6,7.25,0.0722490614703181,-0.75,0.75,11750.809000968926,,,302.4459999999999,6595.083,2186.482,,,,79.033,264.432,5.031,,352.392,,47.0,morning,yes,0,1,7.0,7.0,7.0,7.0,,10526.846000194551,5395.27200031281,150,67,49,0,    4
49,AS14.01,2014-04-13,4,7,8.0,0.0140213289543707,-1.25,1.0,2005.7509992122657,,,447.41499999999985,1096.7949999999998,249.392,82.413,,,94.209,34.501999999999995,,,,,35.0,evening,yes,0,1,7.25,7.0,7.0,8.0,,11750.809000968926,2580.345000267026,134,97,71,-1,    6
50,AS14.01,2014-04-14,4,1,7.2,0.0838873144698841,-1.2,0.6,17985.44799923897,1.0,1.0,961.581,6486.284000000001,6265.5560000000005,89.32300000000001,,,145.09600000000003,2921.985,29.104,,986.014,,130.0,morning,no,0,1,8.0,8.0,8.0,8.0,,2005.7509992122657,1144.353999853134,116,71,51,8,    5
51,AS14.01,2014-04-15,4,2,6.4,0.0901121527807252,0.0,0.8,13585.222998380666,8.0,1.0,1596.356,6224.231,944.522,13.043,,,110.415,4428.210000000001,8.363,,279.79299999999995,,134.0,evening,no,0,1,7.2,6.0,7.5,7.5,,17985.44799923897,5400.715000391005,111,57,41,-1,    5
52,AS14.01,2014-04-16,4,3,7.2,0.1161103361271222,0.75,0.5,12522.474998950958,,1.0,923.613,5175.0160000000005,426.734,,,,40.784,1912.852,,,223.587,,165.0,evening,no,0,1,6.4,7.0,7.0,5.5,,13585.222998380666,9089.217999935156,148,130,93,0,    0
53,AS14.01,2014-04-17,4,4,6.6,0.0569178566720968,-0.4,0.6,15018.480000734338,2.0,,552.201,11853.339,142.241,,,,53.763000000000005,2107.1459999999997,,,49.718,,100.0,evening,no,0,1,7.2,7.0,7.5,7.0,,12522.474998950958,5161.23299980164,174,61,44,16,    5
54,AS14.01,2014-04-18,4,5,6.8,0.094033006694976,-0.8,0.8,13490.728999614706,1.0,,1860.8979999999997,5341.656999999999,774.354,119.163,,,47.788999999999994,1993.9220000000005,63.873999999999995,,88.68,,86.0,evening,no,0,1,6.6,6.5,7.0,6.5,,15018.480000734338,7663.482999324806,118,45,32,9,    6
55,AS14.01,2014-04-19,4,6,7.8,0.0994319117238402,-0.2,1.0,13293.2480006218,1.0,,946.19,2728.26,469.274,95.629,29.084,,31.482,396.672,128.89,,305.796,,82.0,evening,yes,0,1,6.8,6.0,7.0,7.0,,13490.728999614706,6061.251999855038,154,101,71,3,    3
56,AS14.01,2014-04-20,4,7,7.25,0.0748162430431159,-0.25,0.75,8343.518000364305,2.0,2.0,897.086,4984.723999999999,727.492,10.606,,,34.202,2237.742,,,121.035,,89.0,evening,yes,0,1,7.8,,8.0,8.0,,13293.2480006218,11097.576000213629,212,94,66,0,    3
57,AS14.01,2014-04-21,4,1,7.6,0.1020410589682471,-0.25,1.0,3832.9909992218018,2.0,,3442.2319999999995,2004.347,74.88000000000001,33.266,,,58.04899999999999,428.972,68.278,,210.882,,59.0,evening,no,0,1,7.25,7.0,7.333333333333333,7.0,,8343.518000364305,3436.5550005435953,154,33,23,5,    6
58,AS14.01,2014-04-22,4,2,7.4,0.091929551822292,0.2,1.0,15490.269999265667,2.0,,2212.9539999999997,11360.913,1101.017,38.453,,,63.16,1422.5479999999998,,,423.215,,183.0,evening,no,0,1,7.6,8.0,7.0,8.0,,3832.9909992218018,1987.8929996490472,175,84,59,0,    5
59,AS14.01,2014-04-23,4,3,7.6,0.0459856891337655,0.2,1.0,14535.339999437332,1.0,,1130.842,8928.472000000002,347.427,18.051,,,42.398,526.598,,,246.944,,150.0,evening,no,0,1,7.4,8.0,7.0,7.5,,15490.269999265667,6786.878998756408,202,107,74,0,    4
60,AS14.01,2014-04-24,4,4,7.6,0.0509029881940343,-0.4,1.0,22086.478000164043,1.0,,1466.2710000000002,9692.133000000002,4464.975,209.937,,,31.933,2688.5360000000005,51.184,,716.1970000000001,,107.0,evening,no,0,1,7.6,7.0,8.0,8.0,,14535.339999437332,8794.101000308994,195,22,15,83,    5
61,AS14.01,2014-04-25,4,5,7.2,0.1090610636368274,-0.2,0.8,13973.941999673843,2.0,1.0,817.613,7279.144,650.8319999999999,21.071,,,68.847,2227.694,63.315999999999995,,347.97400000000005,,141.0,evening,no,0,1,7.6,7.0,8.0,7.5,,22086.478000164043,8577.175000429155,231,101,70,12,    4
62,AS14.01,2014-04-26,4,6,7.6,0.2142487716242349,-0.2,1.0,15482.018999338148,3.0,4.0,864.5190000000001,2567.857,125.556,27.266999999999996,,,46.205,2368.377,470.7729999999999,3.148,315.7629999999999,,70.0,afternoon,yes,0,1,7.2,7.0,7.0,7.5,,13973.941999673843,5352.976999282833,179,56,38,0,    6
63,AS14.01,2014-04-27,4,7,7.5,0.0304789237989636,0.0,1.0,5700.562000036243,,,1291.314,2431.4979999999996,1510.221,,,,1056.6839999999995,27.47,,,60.337999999999994,,53.0,afternoon,yes,0,1,7.6,7.0,7.5,8.0,,15482.018999338148,2761.085999727249,153,14,10,20,    6
64,AS14.01,2014-04-28,4,1,7.6,0.0196753225383989,-0.8,0.8,10807.829999685284,2.0,,1312.001,4697.372,1548.438,465.253,,,72.584,2423.9329999999995,,,380.1930000000001,,89.0,afternoon,no,0,1,7.5,7.0,7.5,8.0,,5700.562000036243,1705.0919997692104,159,6,4,-1,    7
65,AS14.01,2014-04-29,4,2,7.0,0.1027582485295044,-0.25,1.0,7873.291999101639,,,5289.9130000000005,3834.645,1562.533,,333.305,,40.471999999999994,411.485,41.982,,410.436,,102.0,afternoon,no,0,1,7.6,8.0,7.5,7.5,,10807.829999685284,4050.2499990463257,157,29,20,12,    7
66,AS14.01,2014-04-30,4,3,7.8,0.1510514590407472,-0.4,0.75,9175.6049990654,1.0,,844.9630000000002,3550.6180000000004,504.862,375.022,,,185.783,89.16599999999998,272.798,,112.295,,115.0,evening,no,0,1,7.0,6.0,6.5,8.0,,7873.291999101639,2428.7630002498636,155,8,5,0,    8
67,AS14.01,2014-05-01,5,4,8.0,0.037065268147657,-0.4,1.0,15516.951998472214,7.0,4.0,1876.113,8191.41,470.866,1321.104,,28.098,44.43,4918.942,,,269.56899999999996,,191.0,evening,no,0,1,7.8,8.0,7.5,8.0,,9175.6049990654,5717.372998952866,173,38,26,27,    7
68,AS14.01,2014-05-02,5,5,7.6,0.0773410192967756,-0.2,1.0,15088.51900076866,,,795.436,7925.918,352.88800000000003,1069.748,,,32.443,771.266,,,11.083,,125.0,evening,no,0,1,8.0,8.0,8.0,8.0,,15516.951998472214,5471.2869992256165,129,26,17,-1,    6
69,AS14.01,2014-05-03,5,6,8.0,0.071740884895172,-0.2,1.0,8186.036000728605,,1.0,753.2569999999998,4539.775999999999,2761.9500000000003,296.313,,,40.569,205.602,143.631,30.102,125.60500000000002,,75.0,morning,yes,0,1,7.6,7.0,8.0,7.0,,15088.51900076866,9862.20400094986,135,93,62,0,    2
70,AS14.01,2014-05-04,5,7,8.0,0.1361918083770383,-0.5,1.0,5889.194999456405,,,1758.438,3381.6890000000003,928.406,,,,35.525000000000006,494.677,,,,,64.0,afternoon,yes,0,1,8.0,8.0,8.0,8.0,,8186.036000728605,,127,66,44,0,    5
71,AS14.01,2014-05-05,5,1,,0.0078425954521073,,,1788.7339999675771,,,438.347,826.787,318.514,,,,,25.104,,,264.331,,13.0,night,no,1,0,8.0,,,,,5889.194999456405,,185,97,64,0,    4
99,AS14.02,2014-03-16,3,7,6.333333333333333,,0.0,0.0,4902.626999616626,4.0,1.0,2437.046,3151.8289999999997,88.392,,,,408.106,181.591,,,,,125.0,night,yes,0,1,,,,,,5309.255001068115,1461.831000804901,127,70,59,0,    6
100,AS14.02,2014-03-17,3,1,6.75,0.1680684149503257,0.5,0.5,10159.769001245491,4.0,,1229.347,4518.116,2511.178,,,,103.69899999999998,103.028,,,,,133.0,morning,no,0,1,6.333333333333333,,7.0,6.0,,4902.626999616626,1328.498999118804,118,0,0,0,    8
101,AS14.02,2014-03-18,3,2,8.2,0.2194843842554375,0.6,0.8,4512.4710013866425,15.0,1.0,2604.5209999999997,3933.081,88.943,,,,88.72200000000001,212.364,,,,,164.0,morning,no,0,1,6.75,7.0,8.0,6.0,,10159.769001245491,3569.835000753399,110,5,4,21,    7
102,AS14.02,2014-03-19,3,3,6.8,0.3156317568506431,0.4,0.4,8182.757000207905,5.0,1.0,1554.558,2596.9889999999996,196.139,,,,105.536,47.815,567.165,,,,165.0,afternoon,no,0,1,8.2,8.0,8.0,8.5,,4512.4710013866425,355.0640003681184,135,62,51,-1,    4
103,AS14.02,2014-03-20,3,4,7.25,0.2390249602103473,-0.5,0.75,4360.33400130272,10.0,1.0,1777.977,2154.3709999999996,148.18,,,,86.857,131.59799999999998,,,,,127.0,night,no,0,1,6.8,8.0,6.5,6.5,,8182.757000207905,2222.518001079559,200,113,93,0,    2
104,AS14.02,2014-03-21,3,5,7.5,0.2896279249001074,-0.75,0.75,11155.850999116894,10.0,1.0,2230.303,2858.4460000000004,459.604,,,,37.944,388.021,442.2960000000001,,,,148.0,afternoon,no,0,1,7.25,,7.0,7.5,,4360.33400130272,1151.7770004272463,118,45,37,211,    5
105,AS14.02,2014-03-22,3,6,6.5,0.4460436868329013,-1.0,-0.5,7589.562002897265,25.0,1.0,1930.266,1852.2560000000003,662.9110000000001,,,,43.204,408.667,780.617,,,,216.0,evening,yes,0,1,7.5,7.0,7.0,8.0,,11155.850999116894,3352.464000463477,106,34,28,1,    4
106,AS14.02,2014-03-23,3,7,6.25,0.2696971570335323,-1.0,0.0,4528.527000665666,8.0,1.0,894.5060000000001,1839.899,388.098,,,,61.865,171.994,1263.1889999999996,,,,141.0,afternoon,yes,0,1,6.5,8.0,6.0,6.0,,7589.562002897265,2750.8340010643037,97,64,52,39,    4
107,AS14.02,2014-03-24,3,1,6.4,0.1561246625014999,0.2,-0.2,2766.6489994525905,5.0,,1073.496,3012.181000000001,532.013,,,,81.80799999999999,232.801,,,,,123.0,evening,no,0,1,6.25,7.0,6.0,6.0,,4528.527000665666,704.1710002422333,99,103,83,16,    2
108,AS14.02,2014-03-25,3,2,7.75,0.2305136548564537,-1.25,0.75,4637.388000011446,7.0,,2806.931,2788.7509999999997,459.58899999999994,,,,50.375,148.447,,,,,167.0,afternoon,no,0,1,6.4,6.0,6.5,6.5,,2766.6489994525905,1833.2349998950951,108,90,72,0,    1
109,AS14.02,2014-03-26,3,3,7.2,0.2939534624058421,-1.2,0.4,6069.630000829695,5.0,,1736.744,2533.8489999999997,767.145,,,,41.95,1562.023,,,,,158.0,morning,no,0,1,7.75,8.0,8.0,7.5,,4637.388000011446,1524.0059995651252,88,44,35,2,    4
110,AS14.02,2014-03-27,3,4,7.25,0.2288490089221509,0.0,0.5,5746.980998754501,3.0,,2267.124,2997.043,490.78100000000006,,,,731.853,81.366,,,67.16300000000001,,174.0,evening,no,0,1,7.2,8.0,6.0,8.0,,6069.630000829695,1855.4550001621244,138,84,67,1,    4
111,AS14.02,2014-03-28,3,5,6.8,0.2615983280781395,-0.6,0.6,3969.580999135972,8.0,2.0,1053.115,1245.127,707.6400000000001,,,,125.669,2717.215,,,,,150.0,morning,no,0,1,7.25,6.0,7.5,8.0,,5746.980998754501,3147.433998823166,168,115,91,0,    2
112,AS14.02,2014-03-29,3,6,7.25,0.432469355060395,-0.75,0.25,4403.242997646334,4.0,,17416.28,2141.489,1063.268,,,,52.841,523.8539999999999,501.644,,,,142.0,afternoon,yes,0,1,6.8,7.0,6.5,7.0,,3969.580999135972,1023.4369993209845,189,104,82,0,    1
113,AS14.02,2014-03-30,3,7,7.0,0.2418873087939678,-1.0,0.75,3937.041998863219,10.0,1.0,772.787,1110.856,1278.594,,,,113.228,322.901,,,,,113.0,evening,yes,0,1,7.25,7.0,6.0,8.0,,4403.242997646334,608.9499998092653,199,59,46,0,    4
114,AS14.02,2014-03-31,3,1,7.2,0.1563729236642765,-0.8,0.4,4774.1459991931915,14.0,2.0,1186.299,2481.3219999999997,354.96500000000003,,,,81.741,2038.631,,,,,164.0,morning,no,0,1,7.0,8.0,7.0,6.5,,3937.041998863219,1867.922998905182,201,74,57,0,    5
115,AS14.02,2014-04-01,4,2,7.4,0.2619605321890544,-0.2,0.8,3297.737997055054,2.0,1.0,2790.014,1322.61,76.976,,,,186.413,191.121,345.20000000000005,,,,163.0,evening,no,0,1,7.2,6.0,7.0,8.0,,4774.1459991931915,1079.5919992923743,189,82,63,0,    2
116,AS14.02,2014-04-02,4,3,6.4,0.3191205617996335,-0.6,-0.2,6883.828001737594,2.0,,1964.21,2942.423,1021.454,,,,128.74400000000003,317.901,,,,,181.0,afternoon,no,0,1,7.4,8.0,7.5,7.0,,3297.737997055054,1580.5489985942838,190,69,53,0,    3
117,AS14.02,2014-04-03,4,4,5.75,0.3225058399099886,-0.25,0.0,6814.300000905989,2.0,,1269.299,3595.4309999999996,548.787,,,,56.13199999999999,122.421,318.294,,,,187.0,afternoon,no,0,1,6.4,6.0,8.0,5.0,,6883.828001737594,1398.6700010299685,214,81,62,0,    4
118,AS14.02,2014-04-04,4,5,6.4,0.2272703566089604,-1.2,0.2,3653.3700008392334,5.0,,1121.689,2809.436,809.7279999999998,,,,148.852,141.32,,,,,151.0,morning,no,0,1,5.75,6.0,5.5,6.0,,6814.300000905989,1046.2010006904611,140,0,0,0,    8
119,AS14.02,2014-04-05,4,6,7.4,0.3219197224805252,0.0,0.6,13067.926001548763,9.0,1.0,1957.0870000000004,2309.659,794.484,,,,100.897,258.611,388.071,,,,189.0,evening,yes,0,1,6.4,7.0,6.5,6.0,,3653.3700008392334,1147.2429995536802,170,72,55,0,    4
120,AS14.02,2014-04-06,4,7,4.5,0.2152095201608524,-1.0,-1.25,3649.96799850464,6.0,,576.385,1224.322,618.98,,,,30.011000000000003,391.542,,,,,88.0,evening,yes,0,1,7.4,,8.5,7.0,,13067.926001548763,6439.952999830244,161,0,0,6,    7
121,AS14.02,2014-04-07,4,1,6.8,0.1365237343960995,0.0,0.6,6366.526998281479,2.0,,1482.948,3761.179000000001,737.9159999999999,,,,106.148,2008.184,,,,,157.0,afternoon,no,0,1,4.5,6.0,5.0,4.0,,3649.96799850464,2636.6059989929213,206,30,22,148,    7
122,AS14.02,2014-04-08,4,2,6.25,0.2619510376215639,-0.25,0.5,4079.1519994735736,10.0,1.0,1184.7780000000002,2265.855,193.47999999999996,,,,134.434,636.2529999999999,,,,,163.0,afternoon,no,0,1,6.8,7.0,6.5,7.0,,6366.526998281479,576.3049991130827,132,62,46,69,    5
123,AS14.02,2014-04-09,4,3,7.25,0.2472098480448902,-0.5,0.25,5757.426000595091,12.0,1.0,1427.022,2255.545,627.236,,,,61.397,294.321,,,,,161.0,morning,no,0,1,6.25,7.0,5.0,6.5,,4079.1519994735736,1269.53100013733,137,110,82,0,    4
124,AS14.02,2014-04-10,4,4,7.25,0.2607506038432931,0.25,0.75,7844.238998651505,1.0,1.0,1303.452,2726.237,695.324,,,,141.214,566.807,525.1129999999999,,2.045,,165.0,afternoon,no,0,1,7.25,7.0,7.0,7.5,,5757.426000595091,676.1539998054506,146,15,11,0,    8
125,AS14.02,2014-04-11,4,5,6.5,0.4244814273084369,-0.5,0.5,5810.030001163482,7.0,1.0,1548.192,2343.7930000000006,700.7239999999999,,,,136.128,319.645,630.9290000000001,,,,202.0,evening,no,0,1,7.25,7.0,7.0,8.0,,7844.238998651505,1842.8750000000011,155,59,43,0,    5
126,AS14.02,2014-04-12,4,6,6.0,0.3783017333120427,-2.0,-1.0,3658.8190011978145,6.0,1.0,1826.668,1516.767,,,,,11.016,157.19199999999998,362.185,,6.986,,137.0,evening,yes,0,1,6.5,,,6.0,,5810.030001163482,3048.811000347137,150,67,49,0,    4
127,AS14.02,2014-04-13,4,7,7.2,0.2898201182827999,-0.6,0.4,2174.8709976673135,1.0,,510.9129999999999,855.2189999999998,371.5200000000001,,,,79.11199999999998,123.07099999999998,159.64600000000002,,,,104.0,evening,yes,0,1,6.0,7.0,6.5,6.0,,3658.8190011978145,1696.9160013198848,134,97,71,-1,    6
128,AS14.02,2014-04-14,4,1,8.0,0.1870740501721279,0.75,1.0,2773.043000936509,8.0,7.0,809.9720000000002,1822.477,95.772,,,,21.182,56.817,,,84.488,,96.0,afternoon,no,0,1,7.2,,7.5,7.5,,2174.8709976673135,781.5569999217993,116,71,51,8,    5
129,AS14.02,2014-04-15,4,2,7.25,0.1736288831786874,-0.5,0.5,701.2870004177096,14.0,1.0,98.26600000000002,445.9169999999999,19.658,,,,,25.386000000000003,,,,,18.0,evening,no,0,1,8.0,6.0,7.5,8.5,,2773.043000936509,454.4190001487737,111,57,41,-1,    5
130,AS14.02,2014-04-16,4,3,6.666666666666667,0.3532763532763534,-0.3333333333333333,0.3333333333333333,109.28399968147278,16.0,1.0,125.133,,,,,,,,,,,,4.0,afternoon,no,0,1,7.25,,,7.0,,701.2870004177096,,148,130,93,0,    0
131,AS14.02,2014-04-17,4,4,6.5,0.4700854700854705,0.25,0.0,41.23499965667722,10.0,7.0,2.007,37.601,,,,,,,,,,,3.0,evening,no,0,1,6.666666666666667,,7.0,6.0,,109.28399968147278,604.8540000915528,174,61,44,16,    5
